label,message,length,punct
ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",154,4
ham,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,98,1
ham,Thank You meet you monday,25,0
ham,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.",123,4
ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,295,15
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,159,3
ham,Nobody can decide where to eat and dad wants Chinese,52,0
ham,So what about you. What do you remember,39,1
ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,114,6
ham,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …,122,4
ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,91,2
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,152,7
ham,"Doing nothing, then u not having dinner w us?",45,2
ham,Want to send me a virtual hug?... I need one,44,4
ham,I'm in a movie... Collect car oredi...,38,7
ham,Hope you are having a great day.,32,1
ham,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,148,5
ham,Gd luck 4 ur exams :-),22,3
ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",121,5
ham,My uncles in Atlanta. Wish you guys a great semester.,53,2
ham,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,74,3
ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",160,5
ham,Ok... But bag again..,21,5
ham,"I think we're going to finn's now, come",39,3
ham,"Hi elaine, is today's meeting confirmed?",40,3
ham,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,94,6
ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",94,4
ham,Thanks. It was only from tescos but quite nice. All gone now. Speak soon ,73,3
ham,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,92,28
ham,"fyi I'm at usf now, swing by the room whenever",46,2
ham,"She was supposed to be but couldn't make it, she's still in town though",71,3
ham,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",136,8
ham,Spoons it is then okay?,23,1
ham,Tell where you reached,22,0
ham,You busy or can I come by at some point and figure out what we're doing tomorrow,80,1
ham,"How long before you get reply, just defer admission til next semester",69,1
ham,Which is weird because I know I had it at one point,51,0
ham,Have you seen who's back at Holby?!,35,3
ham,O. Well uv causes mutations. Sunscreen is like essential thesedays,66,2
ham,"So check your errors and if you had difficulties, do correction.",64,2
ham,K and you're sure I don't have to have consent forms to do it :V,64,3
ham,They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.,144,2
ham,Wat time u finish ur lect today?,32,1
ham,Try to do something dear. You read something for exams,54,1
ham,U dun say so early hor... U c already then say...,49,6
ham,I'm in office now . I will call you  &lt;#&gt;  min:),53,9
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,101,4
ham,Yo guess what I just dropped,28,0
ham,Don know..wait i will check it.,31,3
ham,God bless.get good sleep my dear...i will pray!,47,5
ham,Dont kick coco when he's down,29,1
ham,Cheers for the card ... Is it that time of year already?,56,4
ham,Allo! We have braved the buses and taken on the trains and triumphed. I mean we‘re in b‘ham. Have a jolly good rest of week,123,3
ham,What happen to her tell the truth,33,0
ham,Oh yeah I forgot. U can only take 2 out shopping at once.,57,2
ham,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1.",375,19
ham,But that's on ebay it might be less elsewhere.,46,2
ham,I'm in inside office..still filling forms.don know when they leave me.,70,5
ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .,77,3
ham,Just do what ever is easier for you,35,0
ham,Ü wait 4 me in sch i finish ard 5..,35,2
ham,K..u also dont msg or reply to his msg..,40,4
ham,"And how you will do that, princess? :)",38,4
ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,113,2
ham,Just sent it. So what type of food do you like?,47,2
ham,"Dear, take care. I am just reaching home.love u a lot.",54,4
ham,Were somewhere on Fredericksburg,32,0
ham, &lt;#&gt;  in mca. But not conform.,36,7
ham,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,120,4
ham,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,77,5
ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",159,2
ham,Merry christmas to u too annie!,31,1
ham,Great! I shoot big loads so get ready!,38,2
ham,Lmao!nice 1,11,1
ham,Yes just finished watching days of our lives. I love it.,56,2
ham,I am taking half day leave bec i am not well,44,0
ham,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,162,8
ham,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),155,6
ham,Nvm take ur time.,17,1
ham,Thanx...,8,3
ham,Am going to take bath ill place the key in window:-),52,3
ham,Yes..gauti and sehwag out of odi series.,40,3
ham,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",173,5
ham,I have no idea where you are,28,0
ham,Sure! I am driving but will reach my destination soon.,54,2
ham,I hope your pee burns tonite.,29,1
ham,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? ,80,4
ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,79,1
ham,K..i deleted my contact that why?,33,3
ham,I'm at work. Please call,24,2
ham,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,133,6
ham,Is toshiba portege m100 gd?,27,1
ham,K... Must book a not huh? so going for yoga basic on sunday?,60,5
ham,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,107,1
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,93,6
ham,HMM yeah if your not too grooved out! And im looking forward to my pound special :),83,3
ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,67,3
ham,Realy sorry-i don't recognise this number and am now confused :) who r u please?! ,82,6
ham,Wherre's my boytoy ? :-(,24,5
ham,"Sorry, I can't help you on this.",32,3
ham,Orh i tot u say she now still dun believe.,42,1
ham,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",142,19
ham,"Sorry, I'll call later",22,2
ham,Somebody set up a website where you can play hold em using eve online spacebucks,80,0
ham,So the sun is anti sleep medicine.,34,1
ham,Did u got that persons story,28,0
ham,And of course you should make a stink!,38,1
ham,"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt...",153,10
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,53,3
ham,Mm umma ask vava also to come tell him can play later together,62,0
ham,Fine. Do you remember me.,25,2
ham,Wewa is 130. Iriver 255. All 128 mb.,36,3
ham,Networking job is there.,24,1
ham,Yeah do! Don‘t stand to close tho- you‘ll catch something!,58,3
ham,Oh ic. I thought you meant mary jane.,37,2
ham,She went to attend another two rounds today..but still did't reach home..,73,5
ham,Dunno he jus say go lido. Same time 930.,40,2
ham,Its not that time of the month nor mid of the time?,51,1
ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,140,13
ham,Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.,76,2
ham,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,70,3
ham,Now got tv 2 watch meh? U no work today?,40,2
ham,"As usual..iam fine, happy &amp; doing well..:)",46,9
ham,U buy newspapers already?,25,1
ham,"Haha get used to driving to usf man, I know a lot of stoners",60,1
ham,I'm serious. You are in the money base,38,2
ham,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.",408,6
ham,"Yeah I should be able to, I'll text you when I'm ready to meet up",65,3
ham,Were gonna go get some tacos,28,0
ham,Lol ok your forgiven :),23,2
ham,I've told you everything will stop. Just dont let her get dehydrated.,69,3
ham,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,123,6
ham,No she didnt. I will search online and let you know.,52,2
ham,Lovely smell on this bus and it ain't tobacco... ,49,4
ham,Sry da..jst nw only i came to home..,36,4
ham,"Pls send me a comprehensive mail about who i'm paying, when and how much.",73,3
ham,Ok... C ya...,13,6
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",134,20
ham,Hi :)finally i completed the course:),37,4
ham,Huh y lei...,12,3
ham,Yup... From what i remb... I think should be can book... ,57,9
ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,86,3
ham,Hi where you. You in home or calicut?,37,2
ham,I want to see your pretty pussy...,34,3
ham,After completed degree. There is no use in joining finance.,59,2
ham,Happy birthday to you....dear.with lots of love.rakhesh NRI,59,6
ham,"Sorry, I'll call later",22,2
ham,How much for an eighth?,23,1
ham,Then why you came to hostel.,28,1
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",121,2
ham,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,144,7
ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,113,2
ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,160,9
ham,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*",149,10
ham,Babe ? I lost you ... :-(,25,7
ham,"Its ok, called mom instead have fun",35,1
ham,"Nah can't help you there, I've never had an iphone",50,3
ham,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.",382,11
ham,No need for the drug anymore.,29,1
ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,87,1
ham,"Alright, see you in a bit",25,1
ham,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. ",113,3
ham,Already one guy loving you:-.,29,3
ham,"It's fine, imma get a drink or somethin. Want me to come find you?",66,4
ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",142,10
ham,"Vikky, come around  &lt;TIME&gt; ..",35,7
ham,Send me your resume:-),22,3
ham,Go chase after her and run her over while she's crossing the street,67,1
ham,Sleeping nt feeling well,24,0
ham,Umma. Did she say anything,26,1
ham,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready",154,8
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",160,14
ham,Hahaha..use your brain dear,27,2
ham,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs",87,7
ham,"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though",92,2
ham,3 pa but not selected.,22,1
ham,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,107,3
ham,"idc get over here, you are not weaseling your way out of this shit twice in a row",81,1
ham,U come n search tat vid..not finishd..,38,4
ham,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....",170,11
ham,Have you been practising your curtsey?,38,1
ham,I like to talk pa but am not able to. I dont know y.,52,2
ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",300,14
ham,Aight well keep me informed,27,0
ham,Thankyou so much for the call. I appreciate your care.,54,2
ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",107,2
ham,Nokia phone is lovly..,22,2
ham,No i am not having not any movies in my laptop,46,0
ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",153,13
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,120,12
ham,"Awesome, that gonna be soon or later tonight?",45,2
ham,I went to project centre,24,0
ham,Hey what how about your project. Started aha da.,48,2
ham,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.",790,34
ham,Prepare to be pleasured :),26,2
ham,Well I'm going to be an aunty!,30,2
ham,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",274,12
ham,I thought slide is enough.,26,1
ham,When're you guys getting back? G said you were thinking about not staying for mcr,81,2
ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,81,7
ham,Watching tv lor...,18,3
ham,You do your studies alone without anyones help. If you cant no need to study.,77,2
ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,910,22
ham,Sorry me going home first... Daddy come fetch ü later...,56,6
ham,Are you plans with your family set in stone ?,45,1
ham,"Yes..but they said its IT.,",27,4
ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",135,6
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,127,2
ham,What r u cooking me for dinner?,31,1
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),119,16
ham,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",151,11
ham,We confirm eating at esplanade?,31,1
ham,"Probably gonna be here for a while, see you later tonight &lt;)",63,4
ham,Did u download the fring app?,29,1
ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... ,79,6
ham,Do you always celebrate NY's with your family ?,47,2
ham,I am in office:)whats the matter..msg me now.i will call you at break:).,72,8
ham,Nope watching tv at home... Not going out. V bored...,53,7
ham,Company is very good.environment is terrific and food is really nice:),70,3
ham,Re your call; You didn't see my facebook huh?,45,3
ham,Watching telugu movie..wat abt u?,33,3
ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",148,3
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,69,5
ham,"It's wylie, you in tampa or sarasota?",37,3
ham,yes baby! I need to stretch open your pussy!,44,2
ham,Really dun bluff me leh... U sleep early too. Nite...,53,7
ham,I dont thnk its a wrong calling between us,42,0
ham,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",141,12
ham,Dhoni have luck to win some big title.so we will win:),54,3
ham,Where did u go? My phone is gonna die you have to stay in here,62,1
ham,Got it..mail panren paru..,26,4
ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,89,2
ham,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,129,5
ham,That is wondarfull song,23,0
ham,No my mum went 2 dentist.,25,1
ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,72,4
ham,We left already we at orchard now.,34,1
ham,"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """,116,5
ham,"How long has it been since you screamed, princess?",50,2
ham,K.k.this month kotees birthday know?,36,3
ham,What's ur pin?,14,2
ham,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,90,3
ham,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.,125,4
ham,Fffff. Can you text kadeem or are you too far gone,50,1
ham,"Sorry battery died, yeah I'm here",33,2
ham,Happy new year. Hope you are having a good semester,51,1
ham,Lol ok. I'll snatch her purse too.,34,3
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",166,6
ham,There bold 2  &lt;#&gt; . Is that yours,39,6
ham,make that 3! 4 fucks sake?! x,29,3
ham,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,103,3
ham,"Customer place, i wil cal u sir.",32,2
ham,He says hi and to get your ass back to south tampa (preferably at a kegger),75,2
ham,1 in cbe. 2 in chennai.,23,2
ham,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..",204,27
ham,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,122,1
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,84,2
ham,I come n pick ü up... Come out immediately aft ur lesson...,59,6
ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,167,16
ham,You should get more chicken broth if you want ramen unless there's some I don't know about,90,2
ham,And do you have any one that can teach me how to ship cars.,59,1
ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,157,6
ham,Yo theres no class tmrw right?,30,1
ham,It should take about  &lt;#&gt;  min,36,5
ham,"alright, I'll make sure the car is back tonight",47,2
ham,I love to wine and dine my lady!,32,1
ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,131,5
ham,If You mean the website. Yes.,29,2
ham,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,156,9
ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg",79,2
ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,118,1
ham,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",109,2
